Model;Link;Price usd($);Price UAH;City
Hyundai Santa FE 2021Top 2.2 CRDi 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1856872.html;56 311 $;1 523 100 грн;Запорожье
Hyundai Venue 2021Dynamic 1.6 MPi AT (123 л.с.);https://auto.ria.com/newauto/auto-hyundai-venue-1862679.html;21 813 $;590 000 грн;Киев
Hyundai Kona 2020Elegance 1.6 Turbo-GDi DCT (177 л.с.);https://auto.ria.com/newauto/auto-hyundai-kona-1847746.html;27 170 $;734 900 грн;Запорожье
Hyundai i30 2021Comfort 1.5 DPi AT (110 л.с.);https://auto.ria.com/newauto/auto-hyundai-i30-1860275.html;19 521 $;528 000 грн;Киев
Hyundai Tucson 2021Top 1.6 CRDi 7DCT (136 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1856222.html;40 539 $;1 096 500 грн;Сумы
Hyundai Tucson 2021Top 1.6 CRDi 7DCT (136 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1856347.html;40 539 $;1 096 500 грн;Киев
Hyundai Santa FE 2021Top 2.2 CRDi 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1856085.html;56 311 $;1 523 100 грн;Киев
Hyundai Elantra 2020Comfort 1.6 MPi MT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1856923.html;21 284 $;575 700 грн;Харьков
Hyundai Kona 2020Elegance 1.6 Turbo-GDi DCT (177 л.с.);https://auto.ria.com/newauto/auto-hyundai-kona-1847802.html;24 519 $;663 200 грн;Ивано-Франковск
Hyundai Elantra 2020Style 2.0 MPi AT (152 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1855749.html;26 608 $;719 700 грн;Сумы
Hyundai Tucson 2021Elegance 1.6 CRDi 7DCT (136 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1856871.html;37 348 $;1 010 200 грн;Запорожье
Hyundai Tucson 2021Elegance 1.6 CRDi 7DCT (136 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1856935.html;37 348 $;1 010 200 грн;Харьков
Hyundai Elantra 2021Comfort 1.6 MPi AT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1856701.html;23 381 $;632 400 грн;Луцк
Hyundai Tucson 2021Elegance 1.6 T-GDi HEV AT (230 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1862686.html;39 984 $;1 081 500 грн;Луцк
Hyundai Kona 2020Top EV 64 kWh (204 л.с.);https://auto.ria.com/newauto/auto-hyundai-kona-1863142.html;49 068 $;1 327 200 грн;Киев
Hyundai Tucson 2021Dynamic 1.6 T-GDi HEV AT (230 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1861754.html;36 232 $;980 000 грн;Винница
Hyundai Tucson 2021Top Teal 2.0 MPi AT (156 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1862065.html;36 297 $;981 764 грн;Винница
Hyundai Tucson 2021Elegance 1.6 T-GDi HEV AT (230 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1862066.html;39 186 $;1 059 900 грн;Винница
Hyundai Tucson 2021Elegance Teal 1.6 T-GDi HEV AT (230 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1863916.html;38 931 $;1 053 000 грн;Киев
Hyundai Tucson 2021Elegance 2.0 MPi AT (156 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1864267.html;33 655 $;910 300 грн;Тернополь
Hyundai Elantra 2020Style 1.6 MPi AT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1854053.html;25 203 $;681 700 грн;Винница
Hyundai Elantra 2021Style 1.6 MPi AT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1858530.html;26 117 $;706 400 грн;Винница
Hyundai H 350 груз. 20182.5L CRDi MT (170 л.с.) ККБ;https://auto.ria.com/newauto/auto-hyundai-h-350-gruz-1834540.html;35 085 $;948 981 грн;Винница
Hyundai Accent 2021Comfort 1.4 DOHC AT (100 л.с.);https://auto.ria.com/newauto/auto-hyundai-accent-1864289.html;17 351 $;469 300 грн;Днепр (Днепропетровск)
Hyundai i10 2021Style 1.2 MPi АMT (84 л.с.);https://auto.ria.com/newauto/auto-hyundai-i10-1860366.html;17 077 $;461 900 грн;Киев
Hyundai Tucson 2021Dynamic 2.0 MPi AT (156 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1861533.html;30 864 $;834 800 грн;Киев
Hyundai Elantra 2021Comfort 1.6 MPi MT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1852761.html;21 628 $;585 000 грн;Киев
Hyundai Tucson 2021Top 2.0 MPi AT (156 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1859522.html;36 879 $;997 500 грн;Харьков
Hyundai Santa FE 2021Elegance 2.2 CRDi 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1856011.html;50 850 $;1 375 400 грн;Киев
Hyundai Santa FE 2021Top 2.2 CRDi Smartstream 8DCT (202 л.с.) AWD 7s;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864359.html;57 823 $;1 564 000 грн;Тернополь
Hyundai Venue 2021Elegance 1.6 MPi AT (123 л.с.);https://auto.ria.com/newauto/auto-hyundai-venue-1853123.html;22 333 $;632 000 грн;Киев
Hyundai Palisade 2021Executive 2.2 VGT CRDi AT (200 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-palisade-1864361.html;56 012 $;1 515 000 грн;Тернополь
Hyundai Accent 2021Comfort 1.4 DOHC AT (100 л.с.);https://auto.ria.com/newauto/auto-hyundai-accent-1850107.html;17 351 $;469 300 грн;Днепр (Днепропетровск)
Hyundai Tucson 2021Elegance 1.6 T-GDi HEV AT (230 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1863157.html;39 984 $;1 081 500 грн;Кропивницкий (Кировоград)
Hyundai Tucson 2021Dynamic 2.0 MPi AT (156 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1863054.html;29 100 $;787 100 грн;Чернигов
Hyundai Santa FE 2021Top SE 2.2 CRDi Smartstream 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864360.html;57 616 $;1 558 400 грн;Тернополь
Hyundai Santa FE 2021Top Panorama 2.2 CRDi Smartstream 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864358.html;57 501 $;1 555 300 грн;Тернополь
Hyundai Palisade 2021Premium 3.8 GDI AT (295 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-palisade-1864364.html;60 348 $;1 632 300 грн;Тернополь
Hyundai Tucson 2021Top 2.0 MPi AT (156 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1860906.html;36 879 $;997 500 грн;Луцк
Hyundai Venue 2020Express 1.6 MPi MT (123 л.с.);https://auto.ria.com/newauto/auto-hyundai-venue-1864228.html;18 903 $;511 300 грн;Тернополь
Hyundai Venue 2021Express 1.6 MPi MT (123 л.с.);https://auto.ria.com/newauto/auto-hyundai-venue-1864229.html;19 395 $;524 600 грн;Тернополь
Hyundai Tucson 2021Elegance 1.6 T-GDi HEV AT (230 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1862909.html;40 668 $;1 100 000 грн;Киев
Hyundai Venue 2021Dynamic 1.6 MPi AT (123 л.с.);https://auto.ria.com/newauto/auto-hyundai-venue-1857761.html;22 168 $;599 600 грн;Киев
Hyundai Tucson 2021Dynamic 2.0 MPi AT (156 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1857035.html;29 100 $;787 100 грн;Киев
Hyundai Santa FE 2021Top 2.2 CRDi 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1856712.html;56 311 $;1 523 100 грн;Луцк
Hyundai Santa FE 2021Dynamic 2.2 CRDi Smartstream 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864355.html;45 512 $;1 231 000 грн;Тернополь
Hyundai Santa FE 2021Top 2.5 MPi AT (180 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864352.html;50 691 $;1 371 100 грн;Тернополь
Hyundai Santa FE 2021Top Panorama 2.5 MPi AT (180 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864353.html;51 882 $;1 403 300 грн;Тернополь
Hyundai Santa FE 2021Dynamic 2.5 MPi AT (180 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864350.html;40 528 $;1 096 200 грн;Тернополь
Hyundai Santa FE 2021Elegance 2.5 MPi AT (180 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864351.html;45 833 $;1 239 700 грн;Тернополь
Hyundai Santa FE 2021Dynamic 2.5 MPi AT (180 л.с.);https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864349.html;38 587 $;1 043 700 грн;Тернополь
Hyundai Santa FE 2021Top SE 2.5 MPi AT (180 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864354.html;51 996 $;1 406 400 грн;Тернополь
Hyundai Accent 2021Comfort 1.4 DOHC MT (100 л.с.);https://auto.ria.com/newauto/auto-hyundai-accent-1851277.html;15 559 $;440 300 грн;Киев
Hyundai Kona 2020Top EV 64 kWh (204 л.с.);https://auto.ria.com/newauto/auto-hyundai-kona-1853048.html;43 833 $;1 185 600 грн;Харьков
Hyundai i10 2021Comfort 1.2 MPi АMT (84 л.с.);https://auto.ria.com/newauto/auto-hyundai-i10-1857627.html;15 602 $;422 000 грн;Днепр (Днепропетровск)
