Model;Link;Price usd($);Price UAH;City
Mercedes-Benz G-Class 2021AMG 63 G-Ttonic (575 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1819639.html;276 678 $;7 483 575 грн;Киев
Mercedes-Benz GLS-Class 2021580 AT (489 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1844486.html;194 262 $;5 254 393 грн;Киев
Mercedes-Benz S-Class 2021500 9G-Tronic (435 л.с.) Long 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1860857.html;208 391 $;5 636 565 грн;Киев
Mercedes-Benz GLE-Class 2021Individual Coupe 350de AT (320 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1861662.html;93 822 $;2 537 696 грн;Черкассы
Mercedes-Benz GLS-Class 2021580 AT (489 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1849969.html;194 262 $;5 254 393 грн;Киев
Mercedes-Benz GLE-Class 2021Coupe 400d AT (330 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1843982.html;125 975 $;3 407 383 грн;Киев
Mercedes-Benz GLE-Class 2021Coupe AMG 53 AT (435 л.с.) 4Matic+;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1840517.html;158 941 $;4 299 043 грн;Киев
Mercedes-Benz Maybach 2021GLS 600 AT (558 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1858525.html;305 849 $;8 272 598 грн;Киев
Mercedes-Benz GLE-Class 2021Coupe 400d AT (330 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1858351.html;131 863 $;3 566 640 грн;Киев
Mercedes-Benz GLS-Class 2021400d AT (330 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1840662.html;145 990 $;3 948 748 грн;Киев
Mercedes-Benz S-Class 2021500 9G-Tronic (435 л.с.) Long 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1858394.html;209 306 $;5 661 308 грн;Киев
